
103	57	36	0	0	0
264	149	98	0	0	0
466	270	175	0	0	0
779	452	289	0	0	0
1178	689	440	0	0	0
1701	999	635	0	0	0
2283	1340	848	0	0	0
3052	1788	1116	0	0	0
3940	2306	1426	0	0	0
4995	2922	1799	0	0	0
6342	3735	2273	0	0	0
7823	4617	2787	0	0	0
9471	5614	3368	0	0	0
11480	6807	4065	0	0	0
13864	8241	4886	0	0	0
16541	9837	5798	0	0	0
19516	11603	6803	0	0	0
22704	13513	7872	0	0	0
26369	15712	9125	0	0	0
30316	18050	10416	0	0	0
34801	20696	11857	0	0	0
39614	23540	13391	0	0	0
44700	26542	15024	0	0	0
50649	30019	16909	0	0	0
57250	33844	18920	0	0	0
63774	37721	20911	0	0	0
71093	41949	23122	0	0	0
78322	46242	25388	0	0	0
86157	50822	27792	0	0	0
94696	55901	30428	0	0	0
102948	60778	33020	0	0	0







































